gene	gene_name	zscore	effect_size	pvalue	var_g	pred_perf_r2	pred_perf_pval	pred_perf_qval	n_snps_used	n_snps_in_cov	n_snps_in_model	Pvalue	Pvalue_FDR	Pvalue_bonferroni	Region
ENSG00000238083	LRRC37A2	-14.5413337108	-0.517561198339	6.62884302223e-48	0.0756732541644	0.53137823414	3.87930500394e-13	9.56785262167e-11	20	38	38	6.62884302223e-48	1.72747649159314e-44	1.72747649159314e-44	Brain_Anterior_cingulate_cortex_BA24
ENSG00000176681	LRRC37A	-12.6469053969	-0.541698325852	1.16368773209e-36	0.052564347852	0.38572092114	5.86631537517e-09	2.00554596225e-07	23	34	34	1.16368773209e-36	1.51628511491327e-33	3.03257022982654e-33	Brain_Anterior_cingulate_cortex_BA24
ENSG00000138722	MMRN1	12.0268375347	0.167426874252	2.56810347155e-33	0.358818664532	0.183930613455	0.000170749017343	0.000905661300664	64	69	69	2.56810347155e-33	2.23082588228643e-30	6.6924776468593e-30	Brain_Anterior_cingulate_cortex_BA24
ENSG00000136243	NUPL2	8.44890851134	0.168670923812	2.94038769239e-17	0.142872257228	0.151545877862	0.000725404983775	0.00280490180685	43	43	43	2.94038769239e-17	1.91566258159208e-14	7.66265032636834e-14	Brain_Anterior_cingulate_cortex_BA24
ENSG00000136235	GPNMB	8.30399111807	0.16731055173	1.0067117153e-16	0.141424453961	0.278188076831	1.9321448281e-06	2.31651851192e-05	21	21	21	1.0067117153e-16	5.2469814601436e-14	2.6234907300718e-13	Brain_Anterior_cingulate_cortex_BA24
ENSG00000185829	ARL17A	-5.19300406036	-0.172035430884	2.06927669826e-07	0.0764926064531	0.309866905611	3.82254390746e-07	6.43853717611e-06	30	65	65	2.06927669826e-07	8.9875584594426e-05	0.000539253507566556	Brain_Anterior_cingulate_cortex_BA24
ENSG00000164615	CAMLG	-4.918713814	-0.055759662837	8.71147254275e-07	0.429655489225	0.520814340889	8.54563610803e-13	1.84422115333e-10	32	36	36	8.71147254275e-07	0.000324315677805807	0.00227020974464065	Brain_Anterior_cingulate_cortex_BA24
ENSG00000213672	NCKIPSD	4.84784246917	0.0732394753736	1.24811447065e-06	0.304253100837	0.378616910531	8.84944374458e-09	2.72826490331e-07	25	27	27	1.24811447065e-06	0.000406573288814238	0.0032525863105139	Brain_Anterior_cingulate_cortex_BA24
ENSG00000117280	RAB7L1	4.70576964737	0.107134687118	2.52909967648e-06	0.13070540055	0.0881559414496	0.0113197420124	0.0212080031807	29	33	33	2.52909967648e-06	0.000732314861878542	0.00659083375690688	Brain_Anterior_cingulate_cortex_BA24
ENSG00000241852	C8orf58	4.54385948181	1.37437168264	5.52334847734e-06	0.00069998453478	0.0715362209783	0.0231272121576	0.0349635700413	1	1	1	5.52334847734e-06	0.0014393846131948	0.014393846131948	Brain_Anterior_cingulate_cortex_BA24
ENSG00000120071	KANSL1	4.47486789897	0.156154193565	7.64585696321e-06	0.0603623257959	0.0781383664276	0.0174061538859	0.0285929321139	10	18	18	7.64585696321e-06	0.00166314628748228	0.0199251032461253	Brain_Anterior_cingulate_cortex_BA24
ENSG00000102547	CAB39L	4.47451802592	0.0591439146335	7.65838658856e-06	0.401584059736	0.267575052514	3.27806467213e-06	3.59152279769e-05	73	74	74	7.65838658856e-06	0.00166314628748228	0.0199577554497874	Brain_Anterior_cingulate_cortex_BA24
ENSG00000112357	PEX7	4.37233114893	0.122822084652	1.22926881817e-05	0.0780146093919	0.0659635360277	0.0294180224861	0.0414606376704	37	38	38	1.22926881817e-05	0.00246421118473155	0.0320347454015102	Brain_Anterior_cingulate_cortex_BA24
ENSG00000103510	KAT8	-4.29708368362	-0.0889693081362	1.73059874541e-05	0.135860663035	0.0786331355205	0.0170398236973	0.0282464850891	26	34	34	1.73059874541e-05	0.00322138595038461	0.0450994033053846	Brain_Anterior_cingulate_cortex_BA24
ENSG00000108379	WNT3	-4.27344308742	-0.0618047372922	1.9247743008e-05	0.373807301109	0.378818971227	8.74710174955e-09	2.72826490331e-07	40	46	46	1.9247743008e-05	0.0033439745519232	0.050159618278848	Brain_Anterior_cingulate_cortex_BA24
ENSG00000229453	SPINK8	-4.22919686439	-0.130015858508	2.34527055278e-05	0.094383191902	0.0967651706367	0.00782184268982	0.0161533048883	19	22	22	2.34527055278e-05	0.00364116806249688	0.0611177506054468	Brain_Anterior_cingulate_cortex_BA24
ENSG00000198728	LDB1	4.22633506111	0.0987368819754	2.37528231245e-05	0.120162462508	0.128678400158	0.00197324835619	0.00595281016827	35	41	41	2.37528231245e-05	0.00364116806249688	0.061899857062447	Brain_Anterior_cingulate_cortex_BA24
ENSG00000187010	RHD	-4.14713147645	-0.0819697898164	3.36666751647e-05	0.225148011994	0.301144633133	6.01126194944e-07	9.18429448192e-06	26	31	31	3.36666751647e-05	0.00462564062839881	0.0877353554792082	Brain_Anterior_cingulate_cortex_BA24
ENSG00000229809	ZNF688	4.14673547399	0.163201955689	3.37249316729e-05	0.0400986221515	0.0762501672682	0.0188785915997	0.0301371138069	10	12	12	3.37249316729e-05	0.00462564062839881	0.0878871719395774	Brain_Anterior_cingulate_cortex_BA24
ENSG00000233232	NPIPB7	4.13266610486	0.117077315476	3.58579451054e-05	0.099580654439	0.194341875642	0.000106321993189	0.000625422634256	30	33	33	3.58579451054e-05	0.00467229024723362	0.0934458049446724	Brain_Anterior_cingulate_cortex_BA24
ENSG00000197914	HIST1H4K	-3.91716194017	-0.11726039607	8.95975634391e-05	0.063197792068	0.148701200178	0.000822251791349	0.00309279214161	10	28	28	8.95975634391e-05	0.0107533700958549	0.233491250322295	Brain_Anterior_cingulate_cortex_BA24
ENSG00000141349	G6PC3	3.91399753843	0.0483419219511	9.07805610548e-05	0.417995986032	0.106671287846	0.00510918870632	0.012066828962	61	77	77	9.07805610548e-05	0.0107533700958549	0.236574142108809	Brain_Anterior_cingulate_cortex_BA24
ENSG00000166582	CENPV	3.89021422417	0.0717869418046	0.000100155764665	0.190985998202	0.28692508247	1.24389127615e-06	1.62791659138e-05	21	24	24	0.000100155764665	0.0113480835963909	0.26100592271699	Brain_Anterior_cingulate_cortex_BA24
ENSG00000197165	SULT1A2	-3.86795061461	-0.207602925812	0.000109753885157	0.0377324359773	0.121742126526	0.0026659187883	0.00744159108463	5	10	10	0.000109753885157	0.0119174426966309	0.286018624719142	Brain_Anterior_cingulate_cortex_BA24
ENSG00000204388	HSPA1B	-3.81858425257	-0.282935313001	0.000134219744752	0.0106645882213	0.144715705559	0.000979652506104	0.00352362276261	10	41	41	0.000134219744752	0.0139910661929485	0.349776654823712	Brain_Anterior_cingulate_cortex_BA24
ENSG00000188672	RHCE	3.71111983055	0.0577464940889	0.000206344388482	0.302762689194	0.391637390822	4.15108897361e-09	1.50878383655e-07	23	30	30	0.000206344388482	0.0206820567840035	0.537733476384092	Brain_Anterior_cingulate_cortex_BA24
ENSG00000144711	IQSEC1	3.69230771065	2.34418567171	0.000222228354016	0.000169983142243	0.12247951771	0.00258212795081	0.00728425141689	1	1	1	0.000222228354016	0.0206986401007573	0.579127090565696	Brain_Anterior_cingulate_cortex_BA24
ENSG00000235109	ZSCAN31	3.69211687822	0.0671095595246	0.000222395212134	0.161634976753	0.29407530187	8.64356017191e-07	1.24356933431e-05	26	59	59	0.000222395212134	0.0206986401007573	0.579561922821204	Brain_Anterior_cingulate_cortex_BA24
ENSG00000237765	FAM200B	3.65341492827	0.0814238370182	0.000258775551129	0.136414636505	0.0943462586081	0.00867804666126	0.0173828198078	64	69	69	0.000258775551129	0.0232541064221439	0.674369086242174	Brain_Anterior_cingulate_cortex_BA24
ENSG00000159403	C1R	3.62801809794	0.100972953596	0.000285605244958	0.129588869663	0.0662996547027	0.0289934874544	0.0410971550924	35	39	39	0.000285605244958	0.0248095756120183	0.744287268360548	Brain_Anterior_cingulate_cortex_BA24
ENSG00000171962	LRRC48	-3.58692814111	-0.0794000522899	0.000334596482422	0.178967757548	0.167047213472	0.000364715652786	0.00164619604368	49	58	58	0.000334596482422	0.0281276913932817	0.871958433191732	Brain_Anterior_cingulate_cortex_BA24
ENSG00000078487	ZCWPW1	-3.53823773126	-0.181384019742	0.000402807218245	0.0351902601066	0.0736445798698	0.0211190259197	0.0327521677621	35	38	38	0.000402807218245	0.0319354611322005	1	Brain_Anterior_cingulate_cortex_BA24
ENSG00000228696	ARL17B	3.53719467534	0.109815198219	0.000404401464836	0.0609327946194	0.227085259147	2.32150525932e-05	0.000176953866262	4	5	5	0.000404401464836	0.0319354611322005	1	Brain_Anterior_cingulate_cortex_BA24
